"id_cliente","mes","limite_maximo","plazo_maximo","limite_findemes","plazo_findemes"
11447,"2021-11-01",35000,21,35000,21
11447,"2021-12-01",35000,21,35000,21
11447,"2022-01-01",35000,21,35000,21
11447,"2022-02-01",40557.36,21,40557.36,21
11447,"2022-03-01",40557.36,21,40557.36,21
11447,"2022-04-01",40557.36,21,40557.36,21
11447,"2022-05-01",40557.36,21,40557.36,21
11447,"2022-06-01",40557.36,21,40557.36,21
12745,"2020-09-01",20000,15,20000,15
12745,"2020-10-01",20000,15,20000,15
12745,"2020-11-01",20000,15,20000,15
12745,"2020-12-01",20000,15,20000,15
12745,"2021-01-01",20000,15,20000,15
12745,"2021-02-01",20000,15,20000,15
12745,"2021-03-01",20000,15,20000,15
12745,"2021-04-01",20000,15,20000,15
12745,"2021-05-01",20000,15,20000,15
12745,"2021-06-01",20000,15,20000,15
12745,"2021-07-01",20000,15,20000,15
12745,"2021-08-01",20000,15,20000,15
12745,"2021-09-01",20000,15,20000,15
12745,"2021-10-01",20000,15,20000,15
12745,"2021-11-01",20000,15,20000,15
12745,"2021-12-01",20000,15,20000,15
12745,"2022-01-01",20000,15,20000,15
12745,"2022-02-01",20000,15,20000,15
12745,"2022-03-01",20000,15,20000,15
12745,"2022-04-01",20000,15,20000,15
12745,"2022-05-01",20000,15,20000,15
12745,"2022-06-01",20000,15,20000,15
12883,"2020-09-01",20000,30,20000,30
12883,"2020-10-01",20000,30,20000,30
12883,"2020-11-01",20000,30,20000,30
12883,"2020-12-01",20000,30,20000,30
12883,"2021-01-01",20000,30,20000,30
12883,"2021-02-01",20000,30,20000,30
12883,"2021-03-01",20000,30,20000,30
12883,"2021-04-01",20000,30,20000,30
12883,"2021-05-01",20000,30,20000,30
12883,"2021-06-01",20000,30,20000,30
12883,"2021-07-01",20000,21,20000,21
12883,"2021-08-01",20000,21,20000,21
12883,"2021-09-01",20000,21,20000,21
12883,"2021-10-01",20000,21,20000,21
12883,"2021-11-01",20000,21,20000,21
12883,"2021-12-01",20000,21,20000,21
12883,"2022-01-01",20000,21,20000,21
12883,"2022-02-01",20000,21,20000,21
12883,"2022-03-01",20000,21,20000,21
12883,"2022-04-01",20000,21,20000,21
12883,"2022-05-01",20000,21,20000,21
12883,"2022-06-01",20000,21,20000,21
18729,"2020-09-01",1500,15,1500,15
18729,"2020-10-01",1500,15,1500,15
18729,"2020-11-01",1500,15,1500,15
18729,"2020-12-01",1500,15,1500,15
18729,"2021-01-01",1500,15,1500,15
18729,"2021-02-01",1500,15,1500,15
18729,"2021-03-01",1500,15,1500,15
18729,"2021-04-01",1500,15,1500,15
18729,"2021-05-01",1500,15,1500,15
18729,"2021-06-01",1500,15,1500,15
18729,"2021-07-01",1000,21,1000,21
18729,"2021-08-01",1000,21,1000,21
18729,"2021-09-01",1000,21,1000,21
18729,"2021-10-01",1000,21,1000,21
18729,"2021-11-01",1000,21,1000,21
18729,"2021-12-01",1000,21,1000,21
18729,"2022-01-01",1000,21,1000,21
18729,"2022-02-01",1000,21,1000,21
18729,"2022-03-01",1000,21,1000,21
18729,"2022-04-01",1000,21,1000,21
18729,"2022-05-01",1000,21,1000,21
18729,"2022-06-01",1000,21,1000,21
60179,"2020-09-01",9000,365,9000,365
66259,"2020-09-01",7000,30,7000,30
66259,"2020-10-01",7000,30,7000,30
66259,"2020-11-01",7000,30,7000,30
66259,"2020-12-01",7000,30,7000,30
66259,"2021-01-01",7000,30,7000,30
66259,"2021-02-01",7000,30,7000,30
66259,"2021-03-01",7000,30,7000,30
66259,"2021-04-01",7000,30,7000,30
66259,"2021-05-01",7000,30,7000,30
66259,"2021-06-01",7000,30,7000,30
66259,"2021-07-01",7000,30,7000,30
66739,"2020-09-01",19000,30,19000,30
66739,"2020-10-01",19000,30,19000,30
66739,"2020-11-01",19000,30,19000,30
66739,"2020-12-01",19000,30,19000,30
66739,"2021-01-01",19000,30,19000,30
66739,"2021-02-01",19000,30,19000,30
66739,"2021-03-01",19000,30,10000,30
66739,"2021-04-01",10000,30,10000,30
66739,"2021-05-01",10000,30,10000,21
66739,"2021-06-01",10000,21,10000,21
66739,"2021-07-01",10000,21,10000,21
66739,"2021-08-01",10000,21,10000,21
66739,"2021-09-01",10000,21,10000,21
66739,"2021-10-01",10000,21,10000,21
66739,"2021-11-01",10000,21,10000,21
66739,"2021-12-01",11111.11,21,11111.11,21
66739,"2022-01-01",11111.11,21,11111.11,21
66739,"2022-02-01",11764.7,21,11764.7,21
66739,"2022-03-01",11764.7,21,11764.7,21
66739,"2022-04-01",11764.7,21,11764,21
66739,"2022-05-01",12941,21,12941,21
66739,"2022-06-01",12941,21,12941,21
66991,"2020-09-01",10000,30,10000,30
66991,"2020-10-01",10000,30,10000,30
66991,"2021-01-01",10000,30,10000,30
66991,"2021-02-01",10000,30,10000,30
66991,"2021-03-01",10000,30,10000,30
66991,"2021-05-01",10000,21,10000,21
66991,"2021-06-01",10000,21,10000,21
66991,"2021-07-01",10000,21,10000,21
66991,"2021-08-01",10000,21,10000,21
66991,"2021-09-01",10000,21,10000,21
66991,"2021-10-01",20000,21,20000,21
66991,"2021-11-01",20000,21,20000,21
66991,"2021-12-01",20000,21,20000,21
66991,"2022-01-01",20000,21,20000,21
66991,"2022-02-01",25000,21,25000,21
66991,"2022-03-01",25000,21,25000,21
66991,"2022-04-01",31250,21,31250,21
66991,"2022-05-01",35937,21,35937,21
66991,"2022-06-01",35937,21,35937,21
69781,"2020-09-01",6000,30,6000,30
69781,"2020-10-01",6000,30,6000,30
69781,"2021-01-01",6000,30,6000,30
69781,"2021-02-01",6000,30,6000,30
69781,"2021-03-01",6000,30,6000,30
69781,"2021-04-01",6000,30,6000,17
69781,"2021-05-01",6000,17,6000,17
69781,"2021-06-01",6000,17,6000,17
69781,"2021-07-01",6000,17,6000,17
69781,"2021-08-01",6000,17,6000,17
69781,"2021-09-01",6000,17,6000,17
69781,"2021-10-01",6000,17,6000,17
69781,"2021-11-01",6000,17,6000,17
69781,"2021-12-01",6000,17,6000,17
69781,"2022-01-01",6000,17,6000,17
69781,"2022-02-01",6000,17,6000,17
69781,"2022-03-01",6000,17,6000,17
69781,"2022-04-01",6000,17,6000,17
69781,"2022-05-01",6000,17,6000,17
69781,"2022-06-01",6000,17,6000,17
73441,"2020-09-01",7000,30,7000,30
73441,"2020-10-01",13000,30,13000,30
73441,"2021-01-01",13000,30,13000,30
73441,"2021-02-01",13000,30,13000,30
73441,"2021-03-01",13000,30,13000,30
73441,"2021-07-01",8000,21,8000,21
73441,"2021-08-01",8000,21,8000,21
73441,"2021-09-01",8000,21,8000,21
73441,"2021-10-01",8000,21,8000,21
73441,"2021-11-01",8000,21,8000,21
73441,"2021-12-01",8000,21,8000,21
73441,"2022-01-01",8000,21,8000,21
73441,"2022-02-01",9200,21,9200,21
73441,"2022-03-01",9200,21,9200,21
73441,"2022-04-01",9200,21,9200,21
73441,"2022-05-01",9200,21,9200,21
73441,"2022-06-01",9200,21,9200,21
73671,"2020-09-01",20000,30,20000,30
73671,"2020-10-01",20000,30,20000,30
73671,"2020-11-01",20000,30,20000,30
73671,"2020-12-01",20000,30,20000,30
73671,"2021-01-01",20000,30,20000,30
73671,"2021-02-01",20000,30,20000,30
73671,"2021-03-01",20000,30,20000,30
73671,"2021-04-01",20000,30,20000,30
73671,"2021-05-01",20000,30,20000,30
73671,"2021-06-01",20000,30,20000,30
73671,"2021-07-01",20000,30,20000,30
74365,"2020-09-01",5001,30,5001,30
74365,"2020-10-01",5001,30,5001,30
74365,"2020-11-01",5001,30,5001,30
74545,"2020-09-01",19000,30,19000,30
74545,"2020-10-01",19000,30,15000,30
74545,"2021-01-01",15000,30,15000,30
74545,"2021-02-01",15000,30,15000,30
74545,"2021-03-01",15000,30,15000,30
74545,"2021-04-01",15000,30,15000,21
74545,"2021-05-01",15000,21,15000,21
74545,"2021-06-01",15000,21,15000,21
74545,"2021-07-01",15000,21,15000,21
74545,"2021-08-01",15000,21,15000,21
74545,"2021-09-01",15000,21,15000,21
74545,"2021-10-01",15000,21,15000,21
74545,"2021-11-01",15000,21,15000,21
74545,"2021-12-01",15000,21,15000,21
74545,"2022-04-01",14000,21,14000,21
74545,"2022-05-01",14000,21,14000,21
74545,"2022-06-01",14000,21,14000,21
74775,"2020-09-01",8000,30,8000,30
74775,"2020-10-01",8000,30,8000,30
74775,"2021-01-01",8000,30,8000,30
74775,"2021-02-01",8000,30,8000,30
74775,"2021-03-01",8000,30,8000,30
74775,"2021-04-01",15000,30,15000,21
74775,"2021-05-01",15000,21,15000,21
74775,"2021-06-01",15000,21,15000,21
74775,"2021-07-01",15000,21,15000,21
74775,"2021-08-01",15000,21,15000,21
74775,"2021-09-01",15000,21,15000,21
74775,"2021-10-01",15000,21,15000,21
74775,"2021-11-01",16666.66,21,16666.66,21
74775,"2021-12-01",16666.66,21,16666.66,21
74775,"2022-01-01",16666.66,21,16666.66,21
74775,"2022-02-01",16666.66,21,16666.66,21
75767,"2020-09-01",7500,30,7500,30
75767,"2020-10-01",7500,30,7500,30
75767,"2021-01-01",15000,30,15000,30
75767,"2021-02-01",15000,30,15000,30
75767,"2021-03-01",15000,30,15000,30
75767,"2021-04-01",15000,21,15000,17
75767,"2021-05-01",15000,17,15000,17
75767,"2021-06-01",15000,17,15000,17
75767,"2021-07-01",15000,17,15000,17
75767,"2021-08-01",15000,17,15000,17
75767,"2021-09-01",15000,17,15000,17
76909,"2020-09-01",2500,30,2500,30
76909,"2020-10-01",5000,30,5000,30
76909,"2021-01-01",5000,30,5000,30
76909,"2021-02-01",5000,30,5000,30
76909,"2021-03-01",5000,30,5000,30
77975,"2020-09-01",5000,30,5000,30
77975,"2020-10-01",5000,30,5000,30
77975,"2020-11-01",5000,30,5000,30
77975,"2020-12-01",5000,30,5000,30
77975,"2021-01-01",5000,30,5000,30
77975,"2021-02-01",5000,30,5000,30
77975,"2021-03-01",5000,30,5000,30
77975,"2021-04-01",5000,30,5000,30
77975,"2021-05-01",5000,30,5000,30
77975,"2021-06-01",5000,30,5000,30
77975,"2021-07-01",5000,30,5000,30
78299,"2020-09-01",12000,30,12000,30
78299,"2020-10-01",12000,30,12000,30
78299,"2020-11-01",12000,30,12000,30
78299,"2020-12-01",12000,30,12000,30
78299,"2021-01-01",12000,30,12000,30
78299,"2021-02-01",12000,30,12000,30
78299,"2021-03-01",12000,30,12000,30
78299,"2021-04-01",12000,30,12000,30
78299,"2021-05-01",12000,30,12000,30
78299,"2021-06-01",12000,30,12000,30
78299,"2021-07-01",12000,30,12000,30
88511,"2020-09-01",10000,21,10000,21
88511,"2020-10-01",10000,30,10000,30
88511,"2020-12-01",10000,30,10000,30
88511,"2021-01-01",10000,30,10000,30
88511,"2021-02-01",10000,30,10000,30
88511,"2021-03-01",10000,30,10000,30
88511,"2021-04-01",10000,30,10000,30
88511,"2021-05-01",10000,30,10000,30
88511,"2021-06-01",10000,30,10000,30
88511,"2021-07-01",10000,30,10000,30
91955,"2020-09-01",3000,30,3000,30
91955,"2020-10-01",3000,30,3000,30
91955,"2020-11-01",3000,30,3000,30
91955,"2020-12-01",3000,30,3000,30
91955,"2021-01-01",3000,30,3000,30
91955,"2021-02-01",3000,30,3000,30
91955,"2021-03-01",3000,30,3000,30
91955,"2021-04-01",3000,30,1000,10
91955,"2021-05-01",1000,10,1000,10
91955,"2021-06-01",1000,10,1000,10
91955,"2021-07-01",1000,10,1000,10
91955,"2021-08-01",1000,10,1000,10
197387,"2021-09-01",5000,21,5000,21
197387,"2021-10-01",5000,21,5000,21
197387,"2021-11-01",5000,21,5000,21
197387,"2021-12-01",5000,21,5000,15
197387,"2022-01-01",5000,15,5000,15
197387,"2022-02-01",5000,15,5000,15
197387,"2022-03-01",5000,15,5000,15
197387,"2022-04-01",2500,15,2500,15
197387,"2022-05-01",1250,15,1250,15
197387,"2022-06-01",625,15,625,15
207997,"2022-01-01",1000,15,1000,15
207997,"2022-02-01",1100,15,1100,15
207997,"2022-03-01",1100,15,1100,15
207997,"2022-04-01",1500,15,1500,15
207997,"2022-05-01",1500,15,1500,15
207997,"2022-06-01",1500,15,1500,15
216643,"2020-09-01",55000,30,55000,30
216643,"2020-10-01",55000,30,55000,30
216643,"2020-11-01",50000,15,50000,30
216643,"2020-12-01",50000,30,50000,30
216643,"2021-09-01",40000,45,40000,45
216643,"2021-10-01",40000,45,40000,45
216643,"2021-11-01",40000,45,40000,45
216643,"2021-12-01",40000,45,40000,45
216643,"2022-01-01",40000,45,40000,45
216643,"2022-02-01",40000,15,40000,15
216643,"2022-03-01",40000,45,40000,45
216643,"2022-04-01",40000,45,40000,45
216643,"2022-05-01",40000,45,40000,45
216643,"2022-06-01",40000,45,40000,45
260191,"2020-09-01",5500,15,5500,15
260191,"2020-10-01",5500,15,5500,15
260191,"2020-11-01",5500,15,5500,15
260191,"2020-12-01",5500,15,5500,15
260191,"2021-01-01",5500,15,5500,15
260191,"2021-02-01",5500,15,5500,15
260191,"2021-03-01",5500,15,5500,15
260191,"2021-04-01",5500,15,5500,15
260191,"2021-05-01",5500,15,5500,15
260191,"2021-06-01",5500,15,5500,15
260191,"2021-07-01",8000,21,8000,21
260191,"2021-08-01",8000,21,8000,21
260191,"2021-09-01",8000,21,8000,21
260191,"2021-10-01",8000,21,8000,21
260191,"2021-11-01",8000,21,8000,21
260191,"2021-12-01",8000,21,8000,21
260191,"2022-01-01",8000,21,8000,21
260191,"2022-02-01",8000,21,8000,21
260191,"2022-03-01",8000,21,8000,21
260191,"2022-04-01",8000,15,8000,15
260191,"2022-05-01",8000,15,8000,15
260191,"2022-06-01",8000,15,8000,15
260231,"2020-09-01",3000,15,3000,15
260231,"2020-10-01",3000,15,3000,15
260231,"2020-11-01",3000,15,3000,15
260231,"2020-12-01",3000,15,3000,15
260231,"2021-01-01",3000,15,3000,15
260231,"2021-02-01",3000,15,3000,15
260231,"2021-03-01",3000,15,3000,15
260231,"2021-04-01",3000,15,3000,15
260231,"2021-05-01",3000,15,3000,15
260231,"2021-06-01",3000,15,3000,15
260231,"2021-07-01",5000,21,5000,21
260231,"2021-08-01",5000,21,5000,21
260231,"2021-09-01",5000,21,5000,21
260231,"2021-10-01",5000,21,5000,21
260231,"2021-11-01",5000,21,5000,21
260231,"2021-12-01",5000,21,5000,21
260231,"2022-01-01",5000,21,5000,21
260231,"2022-02-01",5000,21,5000,21
260231,"2022-03-01",5000,21,5000,21
260231,"2022-04-01",5000,21,5000,21
260231,"2022-05-01",5000,21,5000,21
260231,"2022-06-01",5000,21,5000,21
261635,"2020-09-01",20000,30,20000,30
261635,"2020-10-01",20000,30,20000,30
263281,"2020-09-01",1500,15,1500,15
263281,"2020-10-01",1500,15,1500,15
263281,"2020-11-01",1500,15,1500,15
263281,"2020-12-01",1500,15,1500,15
263281,"2021-01-01",1500,15,1500,15
263281,"2021-02-01",1500,15,1500,15
263281,"2021-03-01",1500,15,1500,15
263281,"2021-04-01",1500,15,1500,15
263281,"2021-05-01",1500,15,1500,15
263281,"2021-06-01",1500,15,1500,15
263281,"2021-07-01",1500,15,1500,15
263281,"2021-08-01",1500,15,1500,15
263281,"2021-09-01",1500,15,1500,15
263281,"2021-10-01",1500,15,1500,15
263281,"2021-11-01",1500,15,1500,15
263281,"2021-12-01",1500,15,1500,15
263281,"2022-01-01",1500,15,1500,15
263281,"2022-02-01",750,15,750,15
263281,"2022-03-01",375,15,375,15
263281,"2022-04-01",187,15,187,15
263281,"2022-05-01",93,15,93,15
263281,"2022-06-01",46,15,46,15
266535,"2020-09-01",15000,30,15000,30
266535,"2020-10-01",15000,30,15000,30
267445,"2020-09-01",5000,15,5000,15
267445,"2020-10-01",5000,15,5000,15
267445,"2020-11-01",5000,15,5000,15
267445,"2020-12-01",5000,15,5000,15
267445,"2021-01-01",5000,15,5000,15
267445,"2021-02-01",5000,15,5000,15
267445,"2021-03-01",5000,15,5000,15
267445,"2021-04-01",5000,15,5000,15
267445,"2021-05-01",5000,15,5000,15
267445,"2021-06-01",5000,15,5000,15
267445,"2021-07-01",5000,15,5000,15
267445,"2021-08-01",5000,15,5000,15
267445,"2021-09-01",5000,15,5000,15
267445,"2021-10-01",5000,15,5000,15
267445,"2021-11-01",5000,15,3750,15
267445,"2021-12-01",3750,15,2812.5,15
267445,"2022-01-01",2812.5,15,2812.5,15
267445,"2022-02-01",2812.5,15,2812.5,15
267445,"2022-03-01",2812.5,15,2812.5,15
267445,"2022-04-01",2812.5,15,2109,15
267445,"2022-05-01",2109,15,2109,15
267445,"2022-06-01",2109,15,2109,15
267473,"2020-09-01",25000,15,25000,15
267473,"2020-10-01",25000,15,25000,15
267473,"2020-11-01",25000,15,25000,15
267473,"2020-12-01",25000,15,25000,15
267473,"2021-01-01",25000,15,25000,15
267473,"2021-02-01",25000,15,25000,15
267473,"2021-03-01",25000,15,25000,15
267473,"2021-04-01",25000,15,25000,15
267473,"2021-05-01",25000,15,25000,15
267473,"2021-06-01",25000,15,25000,15
267473,"2021-07-01",20000,21,20000,21
267473,"2021-08-01",20000,21,20000,21
267473,"2021-09-01",20000,21,20000,21
267473,"2021-10-01",20000,21,20000,21
267473,"2021-11-01",20000,21,20000,21
267473,"2021-12-01",22000,21,22000,21
267473,"2022-01-01",22000,21,22000,21
267473,"2022-02-01",22000,21,22000,21
267473,"2022-03-01",22000,21,22000,21
267473,"2022-04-01",22000,21,22000,21
267473,"2022-05-01",22000,21,22000,21
267473,"2022-06-01",22000,21,22000,21
278543,"2020-09-01",4000,15,4000,15
278543,"2020-10-01",4000,15,4000,15
278543,"2020-11-01",4000,15,4000,15
278543,"2020-12-01",4000,15,4000,15
278543,"2021-01-01",4000,15,4000,15
278543,"2021-02-01",4000,15,4000,15
278543,"2021-03-01",4000,15,4000,15
278543,"2021-04-01",4000,15,4000,15
278543,"2021-05-01",4000,15,4000,15
278543,"2021-06-01",4000,15,4000,15
278543,"2021-07-01",4000,15,4000,15
278543,"2021-08-01",4000,15,4000,15
278543,"2021-09-01",4000,15,4000,15
278543,"2021-10-01",4000,15,4000,15
290715,"2020-09-01",13000,15,13000,15
290715,"2020-10-01",13000,15,13000,15
290725,"2020-09-01",10000,15,10000,15
290725,"2020-10-01",10000,15,10000,15
290725,"2020-11-01",10000,15,10000,15
290725,"2020-12-01",10000,15,10000,15
290725,"2021-01-01",10000,15,10000,15
290725,"2021-02-01",10000,15,10000,15
290725,"2021-03-01",10000,15,10000,15
290725,"2021-04-01",10000,15,10000,15
290725,"2021-05-01",10000,15,10000,15
290725,"2021-06-01",10000,15,10000,15
290725,"2021-07-01",10000,15,10000,15
290729,"2020-09-01",2592,15,2592,15
290729,"2020-10-01",2592,15,2592,15
290729,"2020-11-01",2592,15,2592,15
290729,"2020-12-01",2592,15,2592,15
290729,"2021-01-01",2592,15,2592,15
290729,"2021-02-01",2592,15,2592,15
290729,"2021-03-01",2592,15,2592,15
290729,"2021-04-01",2592,15,2592,15
290729,"2021-05-01",2592,15,2592,15
290729,"2021-06-01",2592,15,2592,15
290729,"2021-07-01",2592,15,2592,15
296365,"2020-09-01",4000,15,4000,15
296365,"2020-10-01",4000,15,4000,15
296365,"2020-11-01",4000,15,4000,15
296475,"2020-09-01",400,15,400,15
296475,"2020-10-01",400,15,400,15
296475,"2020-11-01",400,15,400,15
296475,"2020-12-01",400,15,400,15
296475,"2021-01-01",400,15,400,15
296475,"2021-02-01",400,15,400,15
296497,"2020-09-01",316,15,316,15
296497,"2020-10-01",316,15,316,15
296497,"2020-11-01",316,15,316,15
296497,"2020-12-01",316,15,316,15
296497,"2021-01-01",316,15,316,15
296497,"2021-02-01",316,15,316,15
296499,"2020-09-01",2000,15,2000,15
296499,"2020-10-01",2000,15,2000,15
296499,"2020-11-01",2000,15,2000,15
296499,"2020-12-01",2000,15,2000,15
296499,"2021-01-01",2000,15,2000,15
296499,"2021-02-01",2000,15,2000,15
296587,"2020-09-01",8000,15,8000,15
296587,"2020-10-01",8000,15,8000,15
296587,"2020-11-01",8000,15,8000,15
296741,"2020-09-01",225,15,225,15
296741,"2020-10-01",225,15,225,15
296741,"2020-11-01",225,15,225,15
297011,"2020-09-01",265,15,265,15
297011,"2020-10-01",265,15,265,15
297011,"2020-11-01",265,15,265,15
297119,"2020-09-01",514,15,514,15
297119,"2020-10-01",514,15,514,15
297119,"2020-11-01",514,15,514,15
297119,"2020-12-01",514,15,514,15
297119,"2021-01-01",514,15,514,15
297119,"2021-02-01",514,15,514,15
298327,"2020-09-01",214,15,214,15
298327,"2020-10-01",214,15,214,15
298327,"2020-11-01",214,15,214,15
298327,"2020-12-01",214,15,214,15
298327,"2021-01-01",214,15,214,15
298327,"2021-02-01",214,15,214,15
298327,"2021-05-01",2000,21,2000,21
298327,"2021-06-01",2000,21,2000,21
298327,"2021-07-01",2000,21,2000,21
298327,"2021-08-01",2000,21,2000,21
298327,"2021-09-01",2000,21,2000,21
298327,"2021-10-01",2000,21,2000,21
298327,"2021-11-01",2000,21,2000,21
298327,"2021-12-01",2000,21,2000,21
298327,"2022-01-01",2000,21,2000,21
298327,"2022-02-01",2200,21,2200,21
298327,"2022-03-01",2200,21,2200,21
298327,"2022-04-01",2200,21,2200,21
298327,"2022-05-01",2200,21,2200,21
298327,"2022-06-01",2200,21,2200,21
298605,"2020-09-01",13000,15,13000,15
298605,"2020-10-01",13000,15,13000,15
298605,"2020-11-01",13000,15,13000,15
298605,"2020-12-01",13000,15,13000,15
298605,"2021-01-01",13000,15,13000,15
298605,"2021-02-01",13000,15,13000,15
303385,"2020-09-01",5000,30,5000,30
303385,"2020-10-01",5000,30,5000,30
303385,"2020-11-01",5000,30,5000,30
303385,"2020-12-01",5000,30,5000,30
303385,"2021-01-01",5000,30,5000,30
303385,"2021-02-01",5000,30,5000,30
303393,"2021-10-01",4000,21,4000,21
303393,"2021-11-01",4400,21,4400,21
303393,"2021-12-01",4400,21,4400,21
303393,"2022-01-01",10000,21,10000,21
303393,"2022-02-01",11000,21,11000,21
303393,"2022-03-01",11000,21,11000,21
303393,"2022-04-01",11764,21,11764,21
303393,"2022-05-01",13529,21,13529,21
303393,"2022-06-01",13529,21,13529,21
303477,"2020-09-01",448,15,448,15
303477,"2020-10-01",448,15,448,15
303477,"2020-11-01",448,15,448,15
303477,"2020-12-01",448,15,448,15
303477,"2021-01-01",448,15,448,15
303477,"2021-02-01",448,15,448,15
303605,"2020-09-01",5000,30,5000,30
303605,"2020-10-01",5000,30,5000,30
303605,"2020-11-01",5000,30,5000,30
303605,"2020-12-01",5000,30,5000,30
303605,"2021-01-01",5000,30,5000,30
303605,"2021-02-01",5000,30,5000,30
303605,"2021-03-01",5000,30,5000,30
303935,"2020-09-01",500,15,500,15
303935,"2020-10-01",500,15,500,15
303935,"2020-11-01",500,15,500,15
303935,"2020-12-01",500,15,500,15
303935,"2021-01-01",500,15,500,15
303935,"2021-02-01",500,15,500,15
304121,"2020-09-01",5000,15,5000,15
304121,"2020-10-01",5000,15,5000,15
304121,"2020-11-01",5000,15,5000,15
304121,"2020-12-01",5000,15,5000,15
304121,"2021-01-01",5000,15,5000,15
304121,"2021-02-01",5000,15,5000,15
304659,"2020-09-01",14000,15,14000,15
304659,"2020-10-01",14000,15,14000,15
304659,"2020-11-01",14000,15,14000,15
304659,"2020-12-01",14000,15,14000,15
304659,"2021-01-01",14000,15,14000,15
304659,"2021-02-01",14000,15,14000,15
304659,"2021-03-01",14000,15,14000,15
304659,"2021-04-01",14000,15,14000,15
304659,"2021-05-01",14000,15,14000,15
304659,"2021-06-01",14000,15,14000,15
304659,"2021-07-01",14000,15,14000,15
304659,"2021-08-01",14000,15,14000,15
304659,"2021-09-01",14000,15,14000,15
304659,"2021-10-01",14000,15,14000,15
304659,"2021-11-01",14000,15,14000,15
304659,"2021-12-01",14000,15,14000,15
304659,"2022-01-01",14000,15,14000,15
305213,"2020-09-01",1000,15,1000,15
305213,"2020-10-01",1000,15,1000,15
305213,"2020-11-01",1000,15,1000,15
313195,"2020-09-01",8000,30,8000,30
313195,"2020-10-01",24000,30,24000,30
313195,"2020-11-01",24000,30,24000,30
313195,"2020-12-01",24000,30,24000,30
313195,"2021-01-01",24000,30,24000,30
313195,"2021-02-01",24000,30,24000,30
313195,"2021-03-01",34000,30,34000,30
313195,"2021-04-01",25000,21,20000,17
313195,"2021-05-01",20000,17,20000,17
313195,"2021-06-01",20000,17,20000,17
313195,"2021-07-01",20000,17,20000,17
313195,"2021-08-01",20000,17,20000,17
313195,"2021-09-01",20000,17,20000,17
313195,"2021-10-01",20000,17,20000,17
313195,"2021-11-01",20000,17,20000,17
313195,"2021-12-01",20000,17,20000,17
313195,"2022-01-01",20000,17,20000,17
313195,"2022-02-01",20000,17,20000,17
313345,"2020-09-01",11600,30,11600,30
313345,"2020-10-01",11600,30,11600,30
313345,"2021-01-01",11600,30,11600,30
313345,"2021-02-01",11600,30,11600,30
313345,"2021-03-01",18600,30,18600,30
313345,"2021-04-01",18600,30,10000,17
313345,"2021-05-01",10000,17,10000,17
313345,"2021-06-01",10000,17,10000,17
313345,"2021-07-01",10000,17,10000,17
313345,"2021-08-01",10000,17,10000,17
