"id_cliente","mes","diasatraso_findemes","deuda_findemes"
17019,"2021-03-01",0,621
17019,"2021-04-01",0,896
17019,"2021-05-01",0,573
17019,"2021-06-01",15,173
17019,"2021-08-01",4,663
17019,"2021-09-01",0,655
17019,"2021-10-01",0,695
17019,"2021-11-01",0,255
17019,"2022-01-01",0,952
17019,"2022-02-01",0,907
17019,"2022-03-01",0,553
17019,"2022-04-01",2,906
17701,"2020-09-01",0,822
17701,"2020-11-01",3,436
17701,"2020-12-01",0,679
17701,"2021-01-01",5,721
17701,"2021-04-01",0,221
17701,"2021-06-01",0,984
17701,"2021-08-01",0,823
17701,"2021-12-01",0,2140
17701,"2022-03-01",1,1180
17701,"2022-04-01",0,1158
18729,"2020-09-01",0,1374
18729,"2020-10-01",0,1048
18729,"2020-11-01",8,730
18729,"2020-12-01",0,1015
18729,"2021-01-01",0,1010
18729,"2021-02-01",3,1124
18729,"2021-03-01",0,525
18729,"2021-05-01",11,507
18729,"2021-06-01",6,564
18729,"2021-07-01",0,941
18729,"2021-08-01",0,321
18729,"2021-09-01",1,950
18729,"2021-10-01",4,880
18729,"2021-11-01",0,955
18729,"2021-12-01",0,1918
18729,"2022-01-01",5,531
18729,"2022-02-01",0,891
18729,"2022-03-01",0,988
18729,"2022-04-01",4,708
60179,"2020-09-01",0,462
66739,"2020-09-01",177,9707
66739,"2020-10-01",208,9707
66739,"2020-11-01",238,5066
66739,"2021-05-01",0,9431
66739,"2021-06-01",0,4275
66739,"2021-07-01",0,6408
66739,"2021-08-01",0,2140
66739,"2021-09-01",0,1570
66739,"2021-10-01",0,8090
66739,"2021-11-01",0,1580
66739,"2021-12-01",0,12480
66739,"2022-01-01",0,2355
66739,"2022-02-01",0,9068
66739,"2022-03-01",0,3200
66739,"2022-04-01",0,8005
66991,"2020-09-01",0,9907
66991,"2020-10-01",0,5227
66991,"2020-11-01",0,9625
66991,"2020-12-01",0,9762
66991,"2021-01-01",0,9702
66991,"2021-02-01",0,9626
66991,"2021-04-01",0,9362
66991,"2021-05-01",17,9568
66991,"2021-06-01",0,9966
66991,"2021-07-01",0,9785
66991,"2021-08-01",0,9992
66991,"2021-09-01",0,9325
66991,"2021-10-01",0,11206
66991,"2021-11-01",0,19920
66991,"2021-12-01",0,39976
66991,"2022-01-01",0,19986
66991,"2022-02-01",0,24458
66991,"2022-03-01",0,24961
66991,"2022-04-01",0,24980
69781,"2020-09-01",0,5912
69781,"2020-10-01",0,1166
69781,"2020-11-01",0,7953
69781,"2021-01-01",0,5916
69781,"2021-03-01",0,4969
69781,"2021-04-01",0,4772
69781,"2021-05-01",0,5968
69781,"2021-06-01",0,3854
69781,"2021-08-01",6,5993
69781,"2021-09-01",5,3453
69781,"2021-10-01",0,5926
69781,"2021-11-01",0,4945
69781,"2021-12-01",0,5930
69781,"2022-01-01",2,5356
69781,"2022-02-01",2,5725
69781,"2022-04-01",0,1858
73441,"2020-11-01",0,12645
73441,"2020-12-01",0,12000
73441,"2021-01-01",0,11393
73441,"2021-02-01",0,12238
73441,"2021-06-01",0,6479
73441,"2021-07-01",7,7289
73441,"2021-08-01",0,5253
73441,"2021-10-01",0,7812
73441,"2021-11-01",0,5672
73441,"2021-12-01",0,7072
73441,"2022-01-01",0,7266
73441,"2022-02-01",0,6776
73441,"2022-04-01",0,5160
74365,"2020-09-01",226,4619
74365,"2020-10-01",257,4619
74365,"2020-11-01",287,4619
74365,"2020-12-01",318,4619
74365,"2021-01-01",349,4619
74365,"2021-02-01",377,4619
74365,"2021-03-01",408,4619
74365,"2021-04-01",438,4619
74365,"2021-05-01",469,4619
74365,"2021-06-01",499,4619
74365,"2021-07-01",530,4619
74365,"2021-08-01",561,4619
74365,"2021-09-01",591,4619
74365,"2021-10-01",622,4619
74365,"2021-11-01",652,4619
74545,"2020-11-01",0,14488
74545,"2021-01-01",0,14616
74545,"2021-02-01",0,14252
74545,"2021-04-01",0,13574
74545,"2021-05-01",0,14859
74545,"2021-06-01",30,2859
74545,"2021-07-01",0,10994
74545,"2021-08-01",0,14580
74545,"2021-09-01",0,14887
74545,"2021-10-01",0,14711
74545,"2021-11-01",0,14823
74545,"2021-12-01",0,27648
74545,"2022-03-01",0,9427
74545,"2022-04-01",0,13132
74775,"2020-09-01",0,7988
74775,"2020-10-01",0,7867
74775,"2020-11-01",0,7750
74775,"2020-12-01",0,7952
74775,"2021-03-01",0,4101
74775,"2021-04-01",0,14712
74775,"2021-05-01",0,13628
74775,"2021-06-01",0,14992
74775,"2021-07-01",1,14216
74775,"2021-08-01",0,7178
74775,"2021-09-01",0,10533
74775,"2021-10-01",1,10674
74775,"2021-11-01",0,16566
74775,"2021-12-01",0,33288
74775,"2022-01-01",11,16644
74775,"2022-02-01",2,16561
74775,"2022-03-01",0,14912
75767,"2020-09-01",0,7403
75767,"2020-12-01",0,96
75767,"2021-01-01",0,9159
75767,"2021-02-01",0,10934
75767,"2021-04-01",0,11309
75767,"2021-05-01",0,14660
75767,"2021-06-01",0,96
75767,"2021-07-01",0,14760
75767,"2021-08-01",0,3004
75767,"2021-09-01",13,4172
76909,"2020-11-01",0,4973
76909,"2020-12-01",0,4917
76909,"2021-01-01",0,4947
77975,"2020-09-01",177,2805
77975,"2020-10-01",208,2805
77975,"2020-11-01",238,2805
88511,"2020-09-01",1,6392
88511,"2020-11-01",0,3825
197387,"2021-12-01",2,9360
197387,"2022-01-01",33,4680
207997,"2021-12-01",0,1704
207997,"2022-01-01",0,679
207997,"2022-02-01",0,880
207997,"2022-03-01",1,896
207997,"2022-04-01",9,1451
216643,"2020-09-01",0,12132
216643,"2020-10-01",4731,33848
216643,"2020-11-01",0,49935
216643,"2020-12-01",19,26780
216643,"2021-01-01",50,22250
216643,"2021-02-01",0,-9
216643,"2021-03-01",0,-9
216643,"2021-04-01",0,-9
216643,"2021-05-01",0,-9
216643,"2021-06-01",0,-9
216643,"2021-07-01",0,-9
216643,"2021-08-01",0,11492
216643,"2021-09-01",0,34319
216643,"2021-10-01",0,39983
216643,"2021-11-01",0,39926
216643,"2021-12-01",0,77506
216643,"2022-01-01",8,38615
216643,"2022-02-01",2,39141
216643,"2022-03-01",20,28822
216643,"2022-04-01",0,39876
260191,"2020-09-01",0,4705
260191,"2020-10-01",1,5051
260191,"2020-11-01",0,5244
260191,"2020-12-01",0,5253
260191,"2021-01-01",4,4406
260191,"2021-02-01",0,5219
260191,"2021-03-01",0,5230
260191,"2021-04-01",0,5274
260191,"2021-05-01",0,5459
260191,"2021-06-01",25,3459
260191,"2021-07-01",0,4506
260191,"2021-08-01",0,7953
260191,"2021-09-01",0,7953
260191,"2021-10-01",3,7857
260191,"2021-11-01",0,7876
260191,"2021-12-01",0,12008
260191,"2022-01-01",11,6519
260191,"2022-02-01",3,7909
260191,"2022-03-01",0,7943
260231,"2020-10-01",0,742
260231,"2020-11-01",0,2303
260231,"2020-12-01",0,1571
260231,"2021-01-01",0,1944
260231,"2021-02-01",1,2898
260231,"2021-04-01",0,1575
260231,"2021-07-01",0,2009
260231,"2021-08-01",0,2466
260231,"2021-09-01",0,4999
260231,"2021-11-01",0,790
260231,"2021-12-01",0,2470
260231,"2022-01-01",0,2564
260231,"2022-02-01",0,3833
260231,"2022-04-01",0,3612
263253,"2021-02-01",0,8520
263253,"2021-06-01",0,9366
263253,"2021-07-01",0,6643
263253,"2021-08-01",0,12251
263253,"2021-09-01",0,11756
263253,"2021-10-01",0,12031
263253,"2021-11-01",0,12387
263253,"2021-12-01",0,29228
263253,"2022-01-01",0,14817
263253,"2022-02-01",0,14974
263253,"2022-03-01",0,7420
267445,"2020-11-01",0,382
267445,"2020-12-01",0,2642
267445,"2021-01-01",0,4920
267445,"2021-03-01",0,4978
267445,"2021-05-01",0,236
267445,"2021-07-01",0,498
267445,"2021-08-01",0,236
267445,"2021-09-01",0,493
267445,"2021-11-01",0,489
267445,"2021-12-01",1,430
267445,"2022-01-01",32,215
267445,"2022-04-01",0,241
267449,"2021-09-01",0,157
267449,"2021-10-01",0,161
267449,"2021-11-01",0,258
267449,"2021-12-01",1,416
267449,"2022-01-01",0,163
267449,"2022-02-01",4,165
267449,"2022-04-01",0,421
267473,"2020-11-01",0,21674
267473,"2020-12-01",0,22523
267473,"2021-01-01",0,24834
267473,"2021-02-01",0,24363
267473,"2021-03-01",0,23427
267473,"2021-04-01",0,24818
267473,"2021-06-01",0,16688
267473,"2021-08-01",0,18376
267473,"2021-09-01",0,19498
267473,"2021-10-01",0,18555
267473,"2021-11-01",0,18478
267473,"2022-02-01",0,10450
267473,"2022-04-01",0,18821
278543,"2020-10-01",0,330
278543,"2020-12-01",0,518
290715,"2020-09-01",250,12955
290715,"2020-10-01",281,12955
290715,"2020-11-01",311,12955
290715,"2020-12-01",342,12955
290715,"2021-01-01",373,12954
290715,"2021-02-01",401,12955
290715,"2021-03-01",432,12955
290715,"2021-04-01",462,12955
290715,"2021-05-01",493,12955
290715,"2021-06-01",523,12955
290715,"2021-07-01",554,12955
290715,"2021-08-01",585,12955
290715,"2021-09-01",615,12955
290715,"2021-10-01",646,12955
290715,"2021-11-01",676,12955
290725,"2020-10-01",0,481
290741,"2020-09-01",624,11741
290741,"2020-10-01",655,11741
290741,"2020-11-01",685,11741
290741,"2020-12-01",716,11741
290741,"2021-01-01",747,11741
290741,"2021-02-01",775,11741
290741,"2021-03-01",806,11741
290741,"2021-04-01",836,11741
290741,"2021-05-01",867,11741
290741,"2021-06-01",897,11741
290741,"2021-07-01",928,11741
290741,"2021-08-01",959,11741
290741,"2021-09-01",989,11741
290765,"2020-09-01",689,1016
290765,"2020-10-01",720,1016
290765,"2020-11-01",750,1016
290765,"2020-12-01",781,1016
290765,"2021-01-01",812,1016
290765,"2021-02-01",840,1016
290765,"2021-03-01",871,1016
290765,"2021-04-01",901,1016
290765,"2021-05-01",932,1016
290765,"2021-06-01",962,1016
290765,"2021-07-01",993,1016
290765,"2021-08-01",1024,1016
290765,"2021-09-01",1054,1016
290765,"2021-10-01",1085,1016
296587,"2020-09-01",425,55
296587,"2020-10-01",456,55
296587,"2020-11-01",486,55
296587,"2020-12-01",517,55
296587,"2021-01-01",548,55
296587,"2021-02-01",576,55
296587,"2021-03-01",607,55
296587,"2021-04-01",637,55
296587,"2021-05-01",668,55
296587,"2021-06-01",698,55
296587,"2021-07-01",729,55
296587,"2021-08-01",760,55
296587,"2021-09-01",790,55
296587,"2021-10-01",821,55
296741,"2020-09-01",493,309
296741,"2020-10-01",524,309
296741,"2020-11-01",554,309
296741,"2020-12-01",585,309
296741,"2021-01-01",616,309
296741,"2021-02-01",644,309
296741,"2021-03-01",675,309
296741,"2021-04-01",705,309
296741,"2021-05-01",736,309
296741,"2021-06-01",766,309
296741,"2021-07-01",797,309
296741,"2021-08-01",828,309
296741,"2021-09-01",858,309
296741,"2021-10-01",889,309
297011,"2020-09-01",405,152
297011,"2020-10-01",436,152
297011,"2020-11-01",466,152
297011,"2020-12-01",497,152
297011,"2021-01-01",528,152
297011,"2021-02-01",556,152
297011,"2021-03-01",587,152
297011,"2021-04-01",617,152
297011,"2021-05-01",648,152
297011,"2021-06-01",678,152
297011,"2021-07-01",709,152
297011,"2021-08-01",740,152
297011,"2021-09-01",770,152
297011,"2021-10-01",801,152
298327,"2020-10-01",0,545
298327,"2020-11-01",15,545
298327,"2020-12-01",0,111
298327,"2021-01-01",17,111
298327,"2021-02-01",0,160
298327,"2021-04-01",0,435
298327,"2021-05-01",12,435
298327,"2021-06-01",0,1629
298327,"2021-07-01",0,1931
298327,"2021-08-01",0,1920
298327,"2021-10-01",0,1926
298327,"2022-01-01",0,1836
298327,"2022-02-01",10,1836
298327,"2022-03-01",6,2170
298327,"2022-04-01",0,2185
298381,"2020-09-01",997,2743
298381,"2020-10-01",1028,2743
298381,"2020-11-01",1058,2743
303393,"2021-09-01",0,3953
303393,"2021-10-01",1,3989
303393,"2021-11-01",0,3889
303393,"2021-12-01",0,7894
303393,"2022-01-01",0,9931
303393,"2022-02-01",0,9940
303393,"2022-03-01",0,9958
303393,"2022-04-01",0,9951
303719,"2020-09-01",666,8547
303719,"2020-10-01",697,8547
303719,"2020-11-01",727,8547
305213,"2020-09-01",355,174
305213,"2020-10-01",386,174
305213,"2020-11-01",416,174
305213,"2020-12-01",447,174
305213,"2021-01-01",478,174
305213,"2021-02-01",506,174
305213,"2021-03-01",537,174
305213,"2021-04-01",567,174
305213,"2021-05-01",598,174
305213,"2021-06-01",628,174
305213,"2021-07-01",659,174
305213,"2021-08-01",690,174
305213,"2021-09-01",720,174
305213,"2021-10-01",751,174
313195,"2020-09-01",0,3508
313195,"2020-12-01",0,8030
313195,"2021-02-01",0,3964
313195,"2021-03-01",0,3919
313195,"2021-04-01",0,19995
313195,"2021-05-01",16,11762
313195,"2021-06-01",0,17601
313195,"2021-07-01",1,6006
313195,"2021-08-01",0,19990
313195,"2021-09-01",0,12598
313195,"2021-10-01",1,12468
313195,"2021-11-01",0,19600
313195,"2021-12-01",2,39786
313195,"2022-01-01",0,1903
313195,"2022-02-01",0,19698
313195,"2022-03-01",0,2286
313345,"2020-09-01",0,7875
313345,"2020-10-01",0,5554
313345,"2020-11-01",0,7750
313345,"2020-12-01",0,7948
313345,"2021-03-01",0,9428
313345,"2021-04-01",0,9916
313345,"2021-05-01",3,7967
313345,"2021-06-01",0,7331
313345,"2021-07-01",0,9950
313345,"2021-08-01",0,9948
313345,"2021-09-01",0,9966
313345,"2021-10-01",1,12425
313345,"2021-11-01",0,8610
313345,"2021-12-01",0,21778
313345,"2022-01-01",6,13361
313345,"2022-02-01",1,8902
313345,"2022-03-01",0,2990
403465,"2020-09-01",0,972
403465,"2021-04-01",0,781
403465,"2021-05-01",0,809
403465,"2021-12-01",2,2880
403465,"2022-01-01",0,931
403465,"2022-02-01",0,2054
403977,"2020-11-01",0,151
403977,"2021-01-01",0,111
403977,"2021-04-01",0,41
403977,"2021-05-01",3,41
406751,"2020-11-01",0,1494
406751,"2021-03-01",0,1446
406783,"2020-09-01",0,122
406783,"2020-10-01",0,-1
406783,"2020-12-01",0,122
406783,"2021-01-01",0,40
406783,"2021-02-01",0,122
406783,"2021-03-01",0,124
407229,"2020-11-01",3,1325
407229,"2020-12-01",0,360
407229,"2021-03-01",0,768
407229,"2021-04-01",0,490
407229,"2021-05-01",2,816
407265,"2020-11-01",0,1770
407265,"2020-12-01",0,2475
407265,"2021-02-01",0,2730
407265,"2021-03-01",0,2192
407265,"2021-05-01",6,2175
420183,"2020-09-01",0,663
420183,"2020-10-01",0,725
420183,"2020-11-01",0,670
420183,"2020-12-01",0,695
420183,"2021-01-01",0,688
420183,"2021-03-01",1,661
420183,"2021-05-01",9,676
420183,"2021-06-01",0,685
420183,"2021-07-01",0,669
420183,"2021-08-01",0,689
420183,"2021-09-01",0,683
420183,"2021-10-01",0,691
420183,"2021-11-01",0,669
420183,"2021-12-01",2,1356
420183,"2022-02-01",6,660
420183,"2022-03-01",2,674
420339,"2021-01-01",0,7713
420339,"2021-02-01",0,7713
420339,"2021-03-01",0,7483
420339,"2021-04-01",0,7675
420339,"2021-05-01",0,7729
420339,"2021-06-01",0,7746
420339,"2021-07-01",0,7621
420339,"2021-08-01",0,7581
420339,"2021-09-01",0,7322
420339,"2021-10-01",0,7442
420339,"2021-11-01",0,7421
420339,"2021-12-01",0,14172
420339,"2022-02-01",0,7741
420339,"2022-03-01",0,7298
420339,"2022-04-01",0,7494
420477,"2021-01-01",1,1050
420587,"2020-09-01",177,3236
420587,"2020-10-01",208,3236
420587,"2020-11-01",238,3236
420587,"2020-12-01",269,3236
420587,"2021-01-01",300,3236
420587,"2021-02-01",328,3236
420587,"2021-03-01",359,3236
420587,"2021-04-01",389,1736
420587,"2021-05-01",420,1736
420587,"2021-06-01",450,1736
420587,"2021-07-01",481,1736
420587,"2021-08-01",512,736
420719,"2021-02-01",0,12636
420719,"2021-03-01",0,6849
420719,"2021-04-01",0,6542
420719,"2021-05-01",0,8000
420719,"2021-06-01",0,7961
420719,"2021-07-01",0,7938
420719,"2021-09-01",3,7861
420719,"2021-10-01",3,7915
420719,"2021-11-01",0,7520
420719,"2021-12-01",29,15040
420721,"2021-03-01",0,9748
420721,"2021-04-01",0,9972
420721,"2021-05-01",0,9433
420721,"2021-06-01",0,9452
420721,"2021-07-01",0,9691
420721,"2021-08-01",0,9476
420721,"2021-09-01",2,9988
420721,"2021-10-01",0,5701
420721,"2021-11-01",0,9294
420721,"2021-12-01",0,18178
420721,"2022-01-01",0,10404
420721,"2022-02-01",0,9601
420721,"2022-03-01",0,8501
420721,"2022-04-01",0,9987
421655,"2020-09-01",0,15250
421655,"2020-10-01",0,15595
421655,"2020-12-01",0,15847
421655,"2021-01-01",0,15677
421655,"2021-02-01",0,15276
421655,"2021-03-01",0,14959
421655,"2021-04-01",1,15147
421655,"2021-05-01",0,14982
421655,"2021-06-01",0,15851
421655,"2021-07-01",0,15412
421655,"2021-08-01",0,14416
421655,"2021-09-01",0,15901
421655,"2021-10-01",0,15694
421655,"2021-11-01",3,15952
421655,"2021-12-01",0,22472
421655,"2022-02-01",0,17347
421655,"2022-04-01",0,15971
422379,"2020-12-01",0,493
422379,"2021-01-01",0,429
422379,"2021-02-01",1,473
422379,"2021-07-01",0,413
422379,"2021-08-01",0,409
422379,"2021-09-01",0,488
422715,"2021-03-01",0,13485
422715,"2021-04-01",0,11475
422715,"2021-05-01",0,9181
422715,"2021-06-01",0,18882
422715,"2021-07-01",0,18314
422715,"2021-08-01",0,18739
422715,"2021-09-01",0,17485
422715,"2021-10-01",0,18365
422715,"2021-12-01",0,40700
422715,"2022-01-01",0,15473
422715,"2022-02-01",0,21149
422715,"2022-03-01",0,3551
422715,"2022-04-01",0,14778
422915,"2020-10-01",0,6209
422921,"2020-09-01",0,19732
422921,"2020-10-01",0,5919
422921,"2020-11-01",0,11100
422921,"2020-12-01",0,17046
422921,"2021-01-01",0,11286
422921,"2021-02-01",0,17592
422921,"2021-03-01",0,19934
422921,"2021-04-01",0,19346
422921,"2021-05-01",0,19531
422921,"2021-06-01",0,19911
422921,"2021-07-01",0,19418
422921,"2021-09-01",0,19243
422921,"2021-10-01",0,19992
422921,"2021-11-01",0,15611
422921,"2022-01-01",0,19739
422921,"2022-02-01",0,17728
423093,"2021-03-01",0,18279
423093,"2021-04-01",0,19105
423093,"2021-05-01",0,19477
423093,"2021-07-01",0,19557
423093,"2021-09-01",0,18442
423093,"2021-10-01",0,19737
423093,"2021-11-01",0,21892
423093,"2021-12-01",0,43270
423093,"2022-01-01",0,19787
423093,"2022-02-01",0,21975
423093,"2022-03-01",0,18125
423093,"2022-04-01",0,19801
423289,"2020-09-01",0,3578
423289,"2020-11-01",0,1192
423289,"2020-12-01",0,2628
423289,"2021-01-01",0,2364
423289,"2021-02-01",0,1088
423289,"2021-03-01",0,3903
423289,"2021-04-01",0,3405
423289,"2021-05-01",10,4188
423289,"2021-06-01",0,3903
423289,"2021-07-01",3,4523
423289,"2021-08-01",0,4140
423289,"2021-09-01",0,2700
423289,"2021-10-01",0,2600
423289,"2021-11-01",0,3642
423289,"2021-12-01",0,8100
423289,"2022-03-01",0,4538
423289,"2022-04-01",0,4711
423557,"2021-01-01",0,3822
423557,"2021-05-01",10,2885
423557,"2021-06-01",8,3205
423557,"2021-09-01",0,2717
423557,"2021-10-01",0,3622
426607,"2020-09-01",4,1186
426607,"2020-11-01",5,2191
426607,"2020-12-01",0,1212
426607,"2021-01-01",0,1169
426607,"2021-02-01",1,2647
426607,"2021-03-01",0,1787
426607,"2021-04-01",0,1247
426607,"2021-05-01",4,3843
426607,"2021-06-01",4,2578
426607,"2021-07-01",0,3413
426607,"2021-08-01",0,3825
426607,"2021-09-01",0,393
426607,"2021-10-01",8,3136
426607,"2021-12-01",0,6160
426607,"2022-01-01",0,463
426607,"2022-02-01",9,242
426607,"2022-03-01",0,1398
634409,"2020-10-01",0,9148
634409,"2021-05-01",0,9622
634409,"2021-07-01",0,9091
634409,"2021-09-01",0,5663
634409,"2021-11-01",0,2178
634409,"2021-12-01",0,25564
634409,"2022-02-01",0,1736
634409,"2022-04-01",0,7520
646031,"2021-05-01",0,18573
646031,"2021-06-01",0,17626
646031,"2021-07-01",0,19938
646031,"2021-08-01",1,19909
646031,"2021-09-01",0,19820
646031,"2021-10-01",0,21967
646031,"2021-11-01",0,21317
646031,"2021-12-01",0,42872
646031,"2022-01-01",0,13962
646031,"2022-02-01",0,17782
646031,"2022-03-01",0,15091
646031,"2022-04-01",0,20633
649473,"2021-07-01",0,1747
649473,"2021-08-01",6,1861
649473,"2021-09-01",6,1973
649473,"2021-10-01",8,1836
649473,"2021-11-01",5,1621
649473,"2021-12-01",0,3830
649473,"2022-01-01",5,1659
649473,"2022-02-01",0,1959
649473,"2022-03-01",0,1743
649473,"2022-04-01",0,1964
680545,"2020-09-01",0,16835
680545,"2020-10-01",0,14901
680545,"2020-11-01",2,14901
680545,"2020-12-01",0,19892
680545,"2021-04-01",0,19898
680545,"2021-07-01",0,13900
680545,"2021-08-01",0,19988
680545,"2021-09-01",0,17892
680545,"2021-10-01",0,19967
680545,"2021-11-01",0,10822
680545,"2021-12-01",0,43778
680545,"2022-01-01",0,17940
680545,"2022-02-01",0,22202
680545,"2022-03-01",0,17381
680545,"2022-04-01",0,20794
680583,"2020-09-01",178,3970
680583,"2020-10-01",209,3970
680583,"2020-11-01",239,3970
680583,"2020-12-01",270,3970
680583,"2021-01-01",301,3970
680583,"2021-02-01",329,3970
680583,"2021-03-01",360,3970
680583,"2021-04-01",390,3970
680583,"2021-05-01",421,3970
680583,"2021-06-01",451,3970
680583,"2021-07-01",482,3970
680583,"2021-08-01",513,3970
680583,"2021-09-01",543,3970
680583,"2021-10-01",574,3970
680583,"2021-11-01",604,3970
681005,"2020-12-01",0,307
681005,"2021-02-01",0,588
681005,"2021-05-01",0,3369
681005,"2021-09-01",0,935
681025,"2020-09-01",365,2041
681025,"2020-10-01",396,2041
681025,"2020-11-01",426,2041
681025,"2020-12-01",457,2041
681025,"2021-01-01",488,2041
681025,"2021-02-01",516,2041
681025,"2021-03-01",547,2041
681025,"2021-04-01",577,2041
681025,"2021-05-01",608,2041
681025,"2021-06-01",638,2041
681025,"2021-07-01",669,2041
681025,"2021-08-01",700,2041
681025,"2021-09-01",730,2041
681025,"2021-10-01",761,2041
681303,"2020-09-01",234,6708
681303,"2020-10-01",265,6708
681303,"2020-11-01",295,6708
681303,"2020-12-01",326,6708
681303,"2021-01-01",357,6708
681303,"2021-02-01",385,6708
681303,"2021-03-01",416,6708
681303,"2021-04-01",446,6708
681303,"2021-05-01",477,6708
681303,"2021-06-01",507,5366
681303,"2021-07-01",538,5366
681303,"2021-08-01",569,5366
681303,"2021-09-01",599,5366
681303,"2021-10-01",630,5366
681303,"2021-11-01",660,5366
681395,"2020-09-01",193,2035
681395,"2020-10-01",224,2035
681395,"2020-11-01",254,2035
681395,"2020-12-01",285,2035
681395,"2021-01-01",316,2035
681395,"2021-02-01",344,2035
681395,"2021-03-01",375,2035
681395,"2021-04-01",405,2035
681395,"2021-05-01",436,2035
681395,"2021-06-01",466,2035
681395,"2021-07-01",497,2035
681395,"2021-08-01",528,2035
681395,"2021-09-01",558,2035
681395,"2021-10-01",589,2035
681395,"2021-11-01",619,2035
681399,"2020-09-01",209,2365
681399,"2020-10-01",240,2365
681399,"2020-11-01",270,1135
681399,"2020-12-01",0,1544
681399,"2021-01-01",0,2055
681399,"2021-03-01",0,1751
681399,"2021-04-01",2,1451
681399,"2021-05-01",4,1006
681399,"2021-06-01",3,1234
681399,"2021-07-01",0,1441
681399,"2021-08-01",0,1671
681399,"2021-09-01",0,666
681399,"2021-10-01",1,2506
681399,"2021-11-01",0,2170
681399,"2021-12-01",0,7838
681399,"2022-01-01",0,648
681399,"2022-02-01",5,3938
681399,"2022-03-01",0,810
681399,"2022-04-01",4,3622
681471,"2020-09-01",193,2512
681471,"2020-10-01",224,2512
681471,"2020-11-01",254,1312
681471,"2020-12-01",0,5351
681471,"2021-01-01",16,3393
681471,"2021-02-01",44,3393
681471,"2021-03-01",75,3393
681471,"2021-04-01",105,3393
681471,"2021-05-01",136,2993
681471,"2021-06-01",166,2693
681471,"2021-07-01",197,2693
681471,"2021-08-01",228,2693
681471,"2021-09-01",258,2693
681471,"2021-10-01",289,2693
681471,"2021-11-01",319,2693
681939,"2020-10-01",0,1425
681939,"2020-12-01",0,3036
681939,"2021-02-01",0,960
682155,"2020-12-01",0,19731
682155,"2021-04-01",0,6395
682155,"2021-05-01",0,15160
